State,City,Zipcode,Bedroom,Bathroom,Area,LotArea,MarketEstimate,RentEstimate,Latitude,Longitude,ListedPrice,Bedroom_Flag
WI,Black Creek,54106,4.0,2.0,1568.0,2.78,157300.0,1800.0,44.47358,-88.48157,160000.0,0
WI,Waupaca,54981,4.0,3.0,2046.0,10.55,557989.1327228375,1949.0,44.29771,-89.10974,575000.0,0
WI,Oshkosh,54904,3.0,2.0,1601.0,0.3399999999999999,326000.0,2163.0,44.034664,-88.62276,314900.0,0
WI,Sun Prairie,53590,3.0,4.0,2763.0,1.93,435300.0,2949.0,43.239002,-89.237206,439000.0,0
WI,West Allis,53219,2.0,2.0,980.0,0.666,103200.0,1450.0,42.988754,-88.014145,169900.0,0
WI,Amherst,54406,4.0,3.0,3024.0,5.04,372800.0,1481.0,44.402744,-89.25341,370000.0,0
WI,Manitowoc,54220,4.0,2.0,2277.0,0.22,220600.0,1802.0,44.112076,-87.663895,210000.0,0
WI,Green Bay,54301,4.0,2.0999999046325684,3478.0,0.41,448500.0,2394.0,44.50077,-88.019066,425000.0,0
WI,Waukesha,53186,3.0,2.0,2035.0,0.2799999999999999,462100.0,2299.0,43.060894,-88.19128,439900.0,0
WI,Verona,53593,3.0,2.0,1328.0,0.2799999999999999,363700.0,2199.0,42.991188,-89.54587,349900.0,0
WI,Madison,53718,2.0,2.0,1454.0,8.15936,270500.0,1994.0,43.076534,-89.27529,269900.0,0
WI,Bristol,53104,4.0,3.0,1727.0,0.26,506800.0,3584.0,42.527706,-88.03414,520000.0,0
WI,New Berlin,53146,4.0,2.0,2229.0,0.5900000000000001,402600.0,2985.0,42.95678,-88.14595,399900.0,0
WI,Danbury,54830,2.0,1.0,1196.0,0.0,203400.0,1200.0,45.958927,-92.42243,200000.0,0
WI,Mellen,54546,2.0,1.0,936.0,56.71,177561.1957862113,1111.2977111247403,46.28288,-90.67541,179000.0,0
WI,Milwaukee,53224,5.0,2.0,1816.0,0.2799999999999999,256800.0,2350.0,43.148857,-88.03475,249900.0,0
WI,Star prairie,54026,3.0,2.0,2069.0,0.44,650100.0,2058.0,45.22879,-92.58083,650000.0,0
WI,Appleton,54915,3.0,2.0999999046325684,2525.0,0.24,417400.0,2600.0,44.249676,-88.38632,395000.0,0
WI,Madison,53705,3.0,2.0,1623.0,0.18,646000.0,3678.0,43.06529,-89.44504,629900.0,0
WI,New Berlin,53151,3.0,2.0,1598.0,0.2299999999999999,421100.0,1900.0,42.97052,-88.10447,399900.0,0
WI,Wisconsin Rapids,54494,4.0,2.0,2584.0,0.5900000000000001,260400.0,1949.0,44.363495,-89.767,265000.0,0
WI,West Salem,54669,3.0,2.0,1680.0,0.29,209300.0,1550.0,43.893993,-91.08176,204900.0,0
WI,Oconomowoc,53066,3.0,2.0,1318.0,0.32,379000.0,2094.0,43.094803,-88.474724,367900.0,0
WI,Milton,53563,2.0,1.0,1037.0,0.25,170700.0,1099.0,42.774406,-88.94017,164900.0,0
WI,Trevor,53179,4.0,2.0,2136.0,3.36,439495.4626584538,2739.0,42.506912,-88.17474,449900.0,0
WI,Lake Geneva,53147,2.0,1.0,960.0,0.21511887970615237,128500.69305751374,1250.0,42.585697,-88.42315,125000.0,0
WI,Sturtevant,53177,3.0,2.0,1050.0,0.6900000000000001,237728.37757322576,1937.6335006404975,42.741196,-87.93523,239900.0,0
WI,Rhine,53020,4.0,3.0,3485.0,6.25,621100.0,2174.0,43.83185,-87.98059,499900.0,0
WI,Kenosha,53144,3.0,2.0,1461.0,0.29,278600.0,1944.0,42.63544,-87.84641,279900.0,0
WI,Racine,53405,5.0,2.0,1924.0,0.21,321600.0,2350.0,42.729733,-87.83284,319900.0,0
WI,Oregon,53575,4.0,2.0,1921.0,0.36,362700.0,2571.0,42.928127,-89.393135,350000.0,0
WI,Two rivers,54241,3.0,1.0,1080.0,0.29,141504.74121738746,1400.0,44.16641,-87.5796,139900.0,0
WI,Spooner,54801,2.0,1.0,768.0,20.0,331913.6213071845,1441.478196147902,45.79223,-91.962875,350000.0,0
WI,Baileys Harbor,54202,3.0,2.0,1200.0,0.75,842203.6937119093,3127.391744920923,45.125347,-87.07244,899900.0,0
WI,Westby,54667,3.0,1.0,1500.0,1.42,170200.0,1494.0,43.659065,-90.99058,179850.0,0
WI,Pickerel,54465,2.0,2.0,2080.0,8.780004591368227,534147.994201846,2312.319010828024,45.384922,-88.886986,550000.0,0
WI,Adell,53001,6.0,1.0,2088.0,3.0,179500.0,1494.0,43.621033,-88.021866,174900.0,0
WI,Poplar,54864,3.0,2.0,1832.0,29.25,301172.5133153558,1964.5391486654528,46.576572,-91.812904,300000.0,0
WI,New Franken,54229,4.0,2.0,1536.0,0.48,313400.0,2149.0,44.56016,-87.845665,299900.0,0
WI,Appleton,54914,3.0,2.0,2134.0,0.2299999999999999,255300.0,1980.0,44.278454,-88.42806,239900.0,0
WI,Cameron,54822,4.0,3.0,2114.0,0.367,353800.0,1794.0,45.411255,-91.726875,349900.0,0
WI,Oconto,54153,3.0,2.0,1909.0,2.03,247119.79768188007,1846.5903201312763,44.93498,-87.89382,239900.0,0
WI,Milwaukee,53210,4.0,2.0,1714.0,0.08,55826.17578400977,1345.0,43.066345,-87.95949,34900.0,0
WI,Amherst,54406,4.0,2.0,1854.0,3.52,289900.0,1794.0,44.44769,-89.3737,275000.0,0
WI,Ellison Bay,54210,3.0,3.0,2412.0,1.04,951184.0289534745,3824.5120179110245,45.28876,-87.069534,999000.0,0
WI,Sister Bay,54234,3.0,3.0,1629.0,5.0,532421.4462205006,3087.105808683604,45.199654,-87.06933,549900.0,0
WI,Brookfield,53005,3.0,2.0,2235.0,0.73,577800.0,2995.0,43.093037,-88.10941,574900.0,0
WI,Athelstane,54104,1.0,1.0,768.0,2.12,104700.0,1099.0,45.392612,-88.1288,110000.0,0
WI,Exeland,54835,6.0,3.0,3424.0,40.0,397503.2750416471,2847.1503323423917,45.728535,-91.35819,387000.0,0
WI,Lake Geneva,53147,3.0,1.0,1120.0,0.24,375600.0,1999.0,42.600883,-88.43238,375000.0,0
WI,Union Grove,53182,3.0,2.0,1165.0,0.2299999999999999,195234.4352413276,1875.0,42.683968,-88.053444,192000.0,0
WI,Burlington,53105,4.0,3.0,2080.0,3.49,375592.1298645409,2802.2471547130303,42.57135,-88.206635,374900.0,0
WI,Milwaukee,53207,3.0,2.0,1600.0,0.08,370200.0,1999.0,42.99976,-87.89994,349900.0,0
WI,Sturgeon Bay,54235,3.0,1.0,1419.0,0.1699999999999999,281397.00819791947,1343.6717953062227,44.833076,-87.37319,289000.0,0
WI,Fredonia,53021,2.0,2.0,1360.0,0.688989898989899,235300.0,1599.0,43.30495,-87.968025,259900.0,0
WI,Trempealeau,54661,2.0,1.0,1092.0,0.45,106200.0,1300.0,44.008667,-91.43406,105000.0,0
WI,Egg Harbor,54209,1.0,1.0,1144.0,1.86,310448.8443521247,1264.0184204898478,45.046543,-87.246956,319900.0,0
WI,Campbellsport,53010,3.0,1.0,1500.0,0.85,330300.0,1379.0,43.65367,-88.20364,329900.0,0
WI,Crandon,54520,2.0,1.0,720.0,0.4800045913682277,412680.27517995023,1609.146524281061,45.556503,-88.91625,439000.0,0
WI,Whitefish Bay,53217,9.0,7.0,13717.0,3.13,8312600.0,37534.0,43.11321,-87.89386,5950000.0,0
WI,Minocqua,54548,3.0,4.0,2660.0,1.6399908172635445,730761.6066790256,3986.085007194851,45.88016,-89.835884,749000.0,0
WI,Superior,54880,3.0,2.0,3264.0,0.5495867768595041,302500.0,1887.0,46.70704,-92.123985,315000.0,0
WI,Waupaca,54981,2.0,2.0,2713.0,27.8,634100.0,2775.0,44.294758,-89.15482,628500.0,0
WI,Lomira,53048,3.0,2.0,1251.0,0.5,234500.0,1099.0,43.573837,-88.548454,225000.0,0
WI,Menomonie,54751,2.0,3.0,1733.0,3.65,252417.24002370634,2427.3493826411755,44.948677,-91.92548,240000.0,0
WI,Antigo,54409,3.0,2.0,1784.0,0.2769972451790634,180994.04357662325,1730.322025144258,45.132515,-89.14022,169000.0,0
WI,Land O Lakes,54540,2.0,1.0,750.0,11.280004591368227,162648.90795937122,1105.2541644242692,46.134037,-89.15031,164900.0,0
WI,Milwaukee,53220,3.0,1.0,1156.0,0.18,157300.0,1700.0,42.98033,-88.00272,144900.0,0
WI,Prairie Du Chien,53821,2.0,1.0,800.0,0.11,265000.0,814.0,43.10257,-91.15827,269000.0,0
WI,Pleasant Prairie,53158,4.0,4.0,3838.0,0.3399999999999999,702500.0,4823.0,42.55533,-87.921555,699900.0,0
WI,Woodford,53599,3.0,2.0,1768.0,0.12,195433.30688561875,1761.2458564646618,42.6492,-89.8619,185000.0,0
WI,Menomonie,54751,4.0,3.0,2036.0,1.749,433800.0,2357.0,44.893578,-91.923134,445000.0,0
WI,Boulder Junction,54512,2.0,1.0,868.0,4.539990817263544,195861.87131179607,1156.5926349387162,46.06258,-89.74557,199850.0,0
WI,Fontana,53125,3.0,2.0,1924.0,0.49,692400.0,2999.0,42.54315,-88.572685,690000.0,0
WI,Wausaukee,54177,2.0,1.0,648.0,2.16,96300.0,1098.0,45.44436,-87.980606,99000.0,0
WI,Rhinelander,54501,5.0,2.0,2200.0,1.4,420500.0,2422.0,45.806232,-89.31893,419900.0,0
WI,Saint Croix Falls,54024,4.0,3.0,2810.0,0.67,680515.2864938569,3318.753441812831,45.40419,-92.54748,700000.0,0
WI,Spooner,54801,3.0,1.0,1176.0,0.3,260500.0,1400.0,45.81972,-91.89401,275000.0,0
WI,Franklin,53132,5.0,2.0,2131.0,2.47,366900.0,2505.0,42.893196,-87.953575,385000.0,0
WI,Plover,54467,4.0,2.0,3196.0,0.6900000000000001,320600.0,2125.0,44.477222,-89.54393,324900.0,0
WI,La Crosse,54601,4.0,2.0,2031.0,0.13,255670.11584415962,1934.5506520581994,43.804436,-91.22129,249900.0,0
WI,Waukesha,53188,3.0,2.0,1752.0,0.1,318200.0,2400.0,43.013058,-88.24136,314000.0,0
WI,Green Bay,54301,5.0,2.0,3618.0,0.2299999999999999,509300.0,2733.0,44.501354,-88.01761,499900.0,0
WI,Menomonee Falls,53051,2.0,2.0,1358.0,2.55,229312.30132208663,1794.9648244918164,43.179752,-88.113815,224900.0,0
WI,Hawkins,54530,5.0,3.0,8000.0,2.7600091827364555,231300.0,2039.0,45.510845,-90.7137,249900.0,0
WI,Slinger,53086,3.0,2.0999999046325684,1982.0,2.3,468300.0,2202.0,43.315273,-88.2575,460000.0,0
WI,Wisconsin Rapids,54494,3.0,1.0,1245.0,0.15,197300.0,1350.0,44.398003,-89.80785,189900.0,0
WI,Milwaukee,53207,3.0,2.0,1300.0,0.1,360000.0,1875.0,42.982292,-87.905945,339000.0,0
WI,Milwaukee,53215,3.0,1.0,1400.0,0.08,156700.0,1300.0,42.996044,-87.921,155000.0,0
WI,Sturgeon Bay,54235,4.0,4.0,3369.0,0.37,1057194.519062853,4634.753182714645,44.888355,-87.4225,1100000.0,0
WI,Amery,54001,5.0,3.0,3132.0,1.39,486600.0,2400.0,45.300232,-92.361855,479900.0,0
WI,Dresser,54009,2.0,1.0,989.0,0.6799999999999999,169828.8221049127,1089.0569350014762,45.353615,-92.63498,169900.0,0
WI,Eau Claire,54701,3.0,3.0,2060.0,1.53,374700.0,1900.0,44.746353,-91.45602,374900.0,0
WI,Fond Du Lac,54935,4.0,1.100000023841858,2481.0,1.1,315800.0,1336.0,43.76256,-88.42154,299900.0,0
WI,Green Bay,54304,3.0,1.0,1120.0,0.19,266500.0,1550.0,44.504982,-88.05774,249900.0,0
WI,Port Washington,53074,4.0,2.0,1025.0,0.3,282600.0,1599.0,43.39917,-87.867355,265000.0,0
WI,Holmen,54636,4.0,2.0,1900.0,1.13,376600.0,1498.0,43.952175,-91.24868,364900.0,0
WI,Williams Bay,53191,3.0,3.0,1750.0,0.6,350800.0,2250.0,42.581528,-88.54791,349900.0,0
WI,Green Bay,54304,3.0,2.0,1344.0,0.18,406000.0,1994.0,44.50312,-88.05487,379900.0,0
WI,Wausau,54403,2.0,1.0,996.0,0.18,165429.75695079146,979.0,44.97651,-89.62452,165000.0,0
WI,Milwaukee,53206,3.0,2.0,902.0,0.0,144862.94434829583,1674.0,43.069004,-87.9341,140000.0,0
WI,Hudson,54016,4.0,2.0,1700.0,2.23,379600.0,1949.0,44.98832,-92.66827,374900.0,0
WI,Fort Atkinson,53538,3.0,2.0,2130.0,0.18,294383.2818057692,1774.0,42.913708,-88.833595,289000.0,0
WI,Marathon,54448,4.0,3.0,3546.0,1.36,431000.0,2692.0,44.88792,-89.73989,424900.0,0
WI,Mayville,53050,2.0,2.0,1196.0,0.08,164500.0,1350.0,43.502434,-88.54472,159000.0,0
WI,Oshkosh,54904,3.0,2.0,1360.0,0.2299999999999999,340900.0,1794.0,44.05471,-88.58853,330000.0,0
WI,Spooner,54801,3.0,2.0,1616.0,7.59,312511.7959599261,2014.8337088430617,45.912853,-91.972595,315000.0,0
WI,Mequon,53092,4.0,4.0,4109.0,0.36,521000.0,3200.0,43.214878,-87.95443,499900.0,0
WI,Milwaukee,53216,2.0,1.0,667.0,0.1,139700.0,996.0,43.095448,-87.957344,137500.0,0
WI,Oconomowoc,53066,2.0,1.0,1215.0,1.01,305200.0,1800.0,43.082184,-88.43887,299900.0,0
WI,Columbus,53925,4.0,2.0,1908.0,0.52,154400.0,2199.0,43.32894,-89.01912,150000.0,0
WI,Ashland,54806,1.0,1.0,1311.0,3.1908,209800.0,795.0,46.590595,-90.966156,215000.0,0
WI,Platteville,53818,4.0,2.0,2080.0,0.43,226600.0,1350.0,42.729736,-90.479744,229900.0,0
WI,Greenleaf,54126,5.0,2.0,2270.0,1.4,235400.0,1980.0,44.298798,-87.989006,239900.0,0
WI,Wausaukee,54177,2.0,1.0,1066.0,0.94,120000.0,1350.0,45.350056,-87.89135,124900.0,0
WI,Montello,53949,1.0,1.0,421.0,2.0,128000.0,874.0,43.78553,-89.339294,135000.0,0
WI,Marshfield,54449,2.0,2.0,1032.0,0.26,180200.0,1400.0,44.66606,-90.15679,179900.0,0
WI,Pleasant Prairie,53158,4.0,3.0,2202.0,0.25,296300.0,1999.0,42.53809,-87.81972,294900.0,0
WY,Sheridan,82801,4.0,2.0,2387.0,0.1182277318640955,350900.0,1800.0,44.80463,-106.953705,350000.0,0
WY,Rock Springs,82901,3.0,3.0,1520.0,0.089,218900.0,1700.0,41.586323,-109.262215,219900.0,0
WY,Lander,82520,2.0,2.0,1338.0,0.29,176500.0,1800.0,42.469475,-108.80435,185000.0,0
WY,Casper,82601,4.0,2.0,1632.0,0.1699999999999999,299400.0,1670.0,42.829136,-106.30243,300000.0,0
WY,Cheyenne,82007,3.0,1.0,1359.0,0.27,176800.0,1640.0,41.122704,-104.813354,155000.0,0
WY,Pinedale,82941,3.0,1.0,1008.0,0.16,311700.0,1500.0,42.862614,-109.85745,309900.0,0
WY,Casper,82601,3.0,3.0,2568.0,0.1192,288400.0,1800.0,42.830196,-106.30759,320000.0,0
WY,Torrington,82240,3.0,3.0,2728.0,0.31232782369146,207031.64853364116,2295.823442713449,42.071434,-104.203865,180500.0,0
WY,Cheyenne,82007,3.0,2.0,1188.0,0.0,82800.0,356.0,41.10729,-104.79683,85000.0,0
WY,Sheridan,82801,4.0,2.0,1724.0,0.1891643709825528,351000.0,1910.0,44.789845,-106.95166,349000.0,0
WY,Douglas,82633,3.0,3.0,1900.0,0.44,322200.0,1982.0,42.740097,-105.42622,325000.0,0
WY,Glenrock,82637,5.0,2.0,1944.0,4.82,250400.0,2250.0,42.8892,-105.84469,270000.0,0
WY,Wheatland,82201,4.0,3.0,3138.0,5.5,592900.0,2986.0,41.94806,-105.02129,595000.0,0
WY,Powell,82435,4.0,2.0,2648.0,4.78,375127.7041362631,2094.577626787328,44.753483,-108.64926,373300.0,0
WY,Gillette,82716,4.0,3.0,3472.0,0.26,286700.0,3200.0,44.289463,-105.50135,299900.0,0
WY,Sheridan,82801,4.0,2.0,2041.0,2.84,483304.12867485196,1949.0,44.79093,-106.96917,499000.0,0
WY,Newcastle,82701,3.0,2.0,2288.0,1.84,245200.0,2299.0,43.86048,-104.22137,250000.0,0
WY,Moorcroft,82721,4.0,3.0,2880.0,39.4,496100.0,2562.0,44.27889,-104.93584,525000.0,0
WY,Cheyenne,82001,4.0,2.0,1728.0,0.1,274370.0512344125,1494.0,41.144005,-104.81818,274000.0,0
WY,Recluse,82725,3.0,2.0,1620.0,70.0,396500.0,1895.0,44.964855,-105.81037,399000.0,0
WY,Lander,82520,2.0,2.0,2197.0,4.03,468200.0,2294.0,42.821148,-108.67197,495000.0,0
WY,Powell,82435,3.0,2.0,3024.0,1.22,496425.30363791785,2202.639197009162,44.748947,-108.82399,499500.0,0
WY,Thermopolis,82443,5.0,1.0,1980.0,0.19,180100.0,1194.0,43.64301,-108.21111,182000.0,0
WY,Foxpark,82070,3.0,1.0,1120.0,0.55,374947.0646619585,1568.9977468822206,41.08125,-106.15278,395000.0,0
WY,Laramie,82070,2.0,3.0,1600.0,1.25,325800.0,1800.0,41.232796,-105.91076,334000.0,0
WY,Casper,82601,3.0,3.0,3930.0,2.0,500100.0,2579.0,42.772057,-106.359856,524000.0,0
WY,Cheyenne,82007,4.0,2.0,1304.0,0.2403351698806244,213300.0,1674.0,41.094154,-104.80462,219000.0,0
WY,Pinedale,82941,1.0,0.0,450.0,3.21,143300.0,2550.0,43.031906,-110.08835,145000.0,0
WY,Powell,82435,3.0,2.0,1530.0,5.03,384642.5146927361,2170.088789872386,44.694386,-108.85592,395000.0,0
WY,Cheyenne,82009,3.0,3.0,2146.0,7.33,452200.0,2500.0,41.219093,-105.153854,477750.0,0
WY,Sheridan,82801,3.0,2.0,1948.0,0.1411845730027548,392866.0433091027,2133.0930629820077,44.813164,-106.96496,399000.0,0
WY,Cody,82414,2.0,2.0,1978.0,6.15,624280.185253128,2505.622256184352,44.483547,-109.44277,649900.0,0
WY,Casper,82601,2.0,1.0,1632.0,2.57,362900.0,1500.0,42.734806,-106.2784,375000.0,0
WY,Buffalo,82834,13.0,11.0,6740.0,0.27,477800.0,2387.0,44.350723,-106.69862,499000.0,1
WY,Casper,82601,4.0,2.0,2320.0,0.3,151300.0,2400.0,42.894817,-106.35581,159000.0,0
WY,Cody,82414,4.0,2.0,2828.0,0.24,460853.2195702641,2243.013057225913,44.522568,-109.06729,465000.0,0
WY,Cody,82414,4.0,3.0,2576.0,1.88,520500.0,1820.0,44.51406,-108.95031,500000.0,0
WY,Gillette,82718,4.0,1.0,1864.0,2.86,237800.0,1500.0,43.85496,-105.273224,259000.0,0
WY,Carpenter,82054,4.0,2.0,1816.0,10.0,423700.0,1999.0,41.07238,-104.37105,425000.0,0
WY,Casper,82601,4.0,2.0,2132.0,0.1606,314400.0,1500.0,42.837822,-106.317276,315000.0,0
WY,Gillette,82718,3.0,3.0,2362.0,0.3230027548209366,328200.0,1849.0,44.275864,-105.52085,330000.0,0
WY,Casper,82604,3.0,2.0,1120.0,0.16,244000.0,1614.0,42.81519,-106.39988,245000.0,0
WY,Kemmerer,83101,3.0,2.0,2305.0,5.0,449745.5548124669,2201.2071786298484,41.813633,-110.49709,457000.0,0
WY,Daniel,83115,1.0,0.0,350.0,10.06,132236.8264439487,1999.0,42.971222,-110.315216,140000.0,0
WY,Laramie,82070,4.0,2.0,2160.0,39.93,520700.0,3292.0,41.31097,-105.77534,525000.0,0
WY,Jeffrey City,82310,10.0,10.0,3584.0,3.0,245000.0,2749.0,42.434544,-107.70809,245000.0,0
WY,Cheyenne,82001,5.0,3.0,2774.0,0.13,448700.0,2350.0,41.1503,-104.82785,430000.0,0
WY,Cheyenne,82001,1.0,1.0,621.0,0.1,257800.0,1179.0,41.145283,-104.80587,260000.0,0
WY,Casper,82601,3.0,2.0,1704.0,0.1928,244878.53909948876,1666.0,42.84144,-106.33229,239900.0,0
WY,Newcastle,82701,5.0,4.0,4361.0,19.84,647300.0,3392.0,43.943794,-104.2888,695000.0,0
WY,Casper,82601,5.0,2.0,1955.0,0.0918,223900.0,1674.0,42.846077,-106.31132,225000.0,0
WY,Cheyenne,82007,3.0,2.0,1601.0,0.5119605142332415,376284.886214984,2144.2961636195287,41.11703,-104.795715,385000.0,0
WY,Powell,82435,6.0,3.0,3308.0,40.0,476613.10011767375,3020.1990519320375,44.9303,-109.058495,475000.0,0
WY,Gillette,82716,4.0,3.0,2184.0,0.18,317300.0,1999.0,44.302505,-105.5478,320000.0,0
WY,Laramie,82070,12.0,2.0,6893.0,3.0,516000.0,2993.0,41.33403,-105.63388,545000.0,1
WY,Pinedale,82941,0.0,0.0,320.0,8.161999999999999,142503.3864489544,394.0,42.951412,-109.77737,149500.0,1
WY,Gillette,82718,2.0,1.0,984.0,0.093595041322314,188200.0,1244.0,44.27457,-105.50847,189900.0,0
WY,Meeteetse,82433,2.0,1.0,760.0,20.0,245511.09309723414,1269.6980263782348,44.17957,-108.90118,255500.0,0
WY,Cheyenne,82001,3.0,2.0,1973.0,0.2,316900.0,1450.0,41.13701,-104.79617,320000.0,0
WY,Thermopolis,82443,3.0,2.0,1402.0,7.345,486800.0,1825.0,43.614433,-108.2439,495000.0,0
WY,Casper,82604,5.0,3.0,2998.0,23.4,583900.0,2939.0,42.805798,-106.55277,600000.0,0
WY,Riverton,82501,3.0,2.0,2212.0,18.67,499900.0,2100.0,43.13461,-108.49686,525000.0,0
WY,Cheyenne,82001,3.0,2.0,1642.0,0.2430211202938475,314200.0,1800.0,41.132988,-104.74788,335000.0,0
WY,Laramie,82070,4.0,3.0,3976.0,0.2938934802571166,374000.0,3200.0,41.31417,-105.62057,399500.0,0
WY,Cody,82414,3.0,3.0,1724.0,6.98,660512.1995844841,3331.1382158199985,44.44302,-109.20565,689000.0,0
WY,Gillette,82718,4.0,3.0,3012.0,20.14,526900.0,2917.0,44.2445,-105.61011,549900.0,0
WY,Afton,83110,3.0,2.0,1410.0,0.31,304700.0,1817.0,42.721085,-110.9359,274500.0,0
WY,Jackson,83001,5.0,7.0,7984.0,37.06,28174700.0,92603.0,43.589115,-110.77668,32750000.0,0
WY,Powell,82435,2.0,2.0,3013.0,3.44,366238.0035200719,1857.2161120520414,44.811127,-108.71819,355000.0,0
WY,Sheridan,82801,3.0,2.0,1428.0,1.07,275300.0,1994.0,44.726807,-106.944145,274900.0,0
WY,Cheyenne,82001,4.0,2.0,1920.0,0.2,282700.0,1780.0,41.135048,-104.752075,299000.0,0
WY,Laramie,82072,4.0,2.0,1638.0,0.15,215100.0,1700.0,41.31877,-105.59918,225000.0,0
WY,Cheyenne,82009,4.0,3.0,2832.0,4.71,566600.0,2665.0,41.191376,-104.704315,595000.0,0
WY,Lander,82520,2.0,1.0,1080.0,0.24,364400.0,1099.0,42.824806,-108.734856,365000.0,0
WY,Sheridan,82801,3.0,3.0,2048.0,0.2390955004591368,398800.0,3200.0,44.77623,-106.954094,399900.0,0
WY,Burns,82053,3.0,2.0,1296.0,10.4,238700.0,1714.0,41.1435,-104.42058,250000.0,0
WY,Casper,82604,2.0,1.0,1060.0,0.1192999999999999,147400.0,1089.0,42.837845,-106.34165,150000.0,0
WY,Burns,82053,5.0,3.0,2204.0,38.74,553232.2338755202,3228.127316836401,41.154373,-104.5446,570000.0,0
WY,Gillette,82716,3.0,2.0,1362.0,0.1549586776859504,258000.0,1599.0,44.291286,-105.51208,259900.0,0
WY,Sheridan,82801,3.0,4.0,1700.0,0.8300045913682277,552202.7624389644,2194.0,44.74107,-106.94771,565000.0,0
WY,Rock Springs,82901,3.0,1.0,1776.0,0.24,227600.0,1374.0,41.569035,-109.21235,229900.0,0
WY,Cheyenne,82009,4.0,2.0,2064.0,7.53,518200.0,2292.0,41.28699,-104.90555,550000.0,0
WY,Casper,82609,5.0,3.0,2384.0,0.2272,336300.0,1587.0,42.846195,-106.272385,339900.0,0
WY,Buffalo,82834,3.0,2.0,1728.0,1.25,446600.0,1900.0,44.443817,-106.75192,449000.0,0
WY,Cheyenne,82009,5.0,3.0,2399.0,0.3048898071625344,418300.0,2336.0,41.174335,-104.77553,420000.0,0
WY,Bondurant,82922,2.0,3.0,1923.0,20.25,799400.0,2500.0,43.11637,-110.32024,865000.0,0
WY,Laramie,82070,4.0,3.0,3356.0,0.26,528300.0,2890.0,41.305965,-105.57205,569000.0,0
WY,Upton,82730,3.0,2.0,1370.0,0.1721763085399449,113444.09667709234,1700.0,44.09992,-104.62351,100000.0,0
WY,Cheyenne,82007,4.0,2.0,2472.0,17.0,546500.0,2400.0,41.044807,-104.67458,550000.0,0
WY,Gillette,82716,2.0,1.0,880.0,0.1606978879706152,128600.0,999.0,44.30499,-105.52462,129900.0,0
WY,Casper,82601,1.0,1.0,776.0,0.11,108400.0,925.0,42.861504,-106.31643,109900.0,0
WY,Sheridan,82801,5.0,3.0,2224.0,0.1699999999999999,443500.0,2400.0,44.773174,-106.963684,445000.0,0
WY,Gillette,82718,4.0,2.0,2108.0,2.3,310493.12173109566,1834.0,44.247597,-105.48486,309000.0,0
WY,Douglas,82633,3.0,2.0,1464.0,1.64,474800.0,2469.0,42.41231,-105.38068,499000.0,0
WY,Rock Springs,82901,4.0,3.0,4164.0,0.2299999999999999,607200.0,2995.0,41.602024,-109.24878,625000.0,0
WY,Basin,82410,3.0,2.0,1952.0,0.24,138074.82296748093,1623.005290583965,44.377365,-108.04537,120000.0,0
WY,Kemmerer,83101,3.0,3.0,2477.0,5.0,445421.62172509654,2600.0,42.02693,-110.54522,444500.0,0
WY,Gillette,82718,3.0,1.0,1588.0,0.11,238400.0,1500.0,44.275898,-105.502884,239900.0,0
WY,Riverton,82501,4.0,2.0,1269.0,5.0,276300.0,999.0,43.143566,-108.49984,279000.0,0
WY,Cheyenne,82009,4.0,3.0,2240.0,0.18,379500.0,2350.0,41.183895,-104.82052,385000.0,0
WY,Cheyenne,82007,3.0,1.0,1584.0,0.16,192775.6424073529,1780.0,41.10716,-104.80916,190000.0,0
WY,Casper,82604,4.0,2.0,1776.0,0.22,242200.0,1997.0,42.833073,-106.34956,249900.0,0
WY,Gillette,82716,3.0,3.0,2728.0,4.57,486800.0,2400.0,44.245472,-105.67083,497000.0,0
WY,Cody,82414,3.0,2.0,2950.0,7.31,491506.0227897373,2294.0,44.591328,-108.96196,495000.0,0
WY,Laramie,82070,3.0,2.0,2351.0,0.2,279445.1163026446,1854.7291241143066,41.298294,-105.57666,270000.0,0
WY,Cheyenne,82001,4.0,2.0,2088.0,0.2401285583103765,341900.0,1822.0,41.133335,-104.74716,352500.0,0
WY,Buffalo,82834,3.0,1.0,2234.0,104.0,595300.0,4336.0,44.206184,-106.63266,599000.0,0
WY,Cheyenne,82009,2.0,1.0,1152.0,8.85,380867.8406357414,1450.0,41.18596,-104.676636,399000.0,0
WY,Boulder,82923,3.0,2.0,1274.0,0.85,330900.0,1800.0,42.812096,-109.76018,355000.0,0
WY,Cheyenne,82001,3.0,1.0,1722.0,0.1333333333333333,292100.0,1497.0,41.144478,-104.80654,295000.0,0
WY,Dubois,82513,3.0,2.0,2321.0,0.52,359900.0,2250.0,43.551723,-109.66789,374900.0,0
WY,Laramie,82070,6.0,4.0,3864.0,35.72,1103527.551369452,4837.046817562472,41.263866,-105.99696,1149000.0,0
WY,Cheyenne,82001,3.0,2.0,1800.0,0.16,382800.0,1623.0,41.139725,-104.75867,385000.0,0
WY,Cheyenne,82001,3.0,2.0,1272.0,0.15,279200.0,1595.0,41.135918,-104.79087,280000.0,0
WY,Dubois,82513,2.0,2.0,943.0,2.24,377700.0,1374.0,43.5265,-109.60439,397000.0,0
WY,Sheridan,82801,3.0,1.0,964.0,0.1637741046831956,346500.0,1435.0,44.81298,-106.96989,345000.0,0
